state,county_name,county_id,dem_2020,gop_2020,oth_2020,total_2020,districts_2020
AL,Coffee,01031,4875,17211,15,22101,2
AL,Henry,01067,2527,6624,6,9157,2
AL,Bullock,01011,3348,1150,4,4502,2
AL,Pike,01109,5468,8184,10,13662,2
AL,Blount,01009,189,24807,149,25145,4;6
AL,Choctaw,01023,3894,0,553,4447,7
AL,Baldwin,01003,24326,83964,104,108394,1
AL,Mobile,01097,79335,101862,177,181374,1
AL,Clarke,01025,6263,2978,513,9754,1;7
AL,Escambia,01053,4983,10687,9,15679,1
AL,Monroe,01099,4519,6044,3,10566,1
AL,Washington,01129,2378,6290,3,8671,1
AL,Autauga,01001,7357,20081,39,27477,2
AL,Montgomery,01101,63536,33426,150,97112,2;3;7
AL,Conecuh,01035,2987,3235,0,6222,2
AL,Covington,01039,2708,14437,7,17152,2
AL,Houston,01069,12748,32937,55,45740,2
AL,Dale,01045,5114,14361,19,19494,2
AL,Elmore,01051,10029,30572,25,40626,2
AL,Barbour,01005,4691,5643,10,10344,2
AL,Geneva,01061,1599,10837,9,12445,2
AL,Butler,01013,3893,5437,9,9339,2
AL,Crenshaw,01041,1689,4816,7,6512,2
AL,Calhoun,01015,14389,36137,46,50572,3
AL,Tallapoosa,01123,5552,15213,11,20776,3
AL,Cleburne,01029,645,6491,4,7140,3
AL,Talladega,01121,12709,22727,21,35457,3
AL,St. Clair,01115,7451,36478,22,43951,3
AL,Russell,01113,10916,10171,17,21104,3
AL,Randolph,01111,2134,8516,12,10662,3
AL,Clay,01027,1148,5710,4,6862,3
AL,Lee,01081,26320,44235,82,70637,3
AL,Cherokee,01019,1495,10669,3,12167,3;4
AL,Macon,01087,6810,1798,7,8615,3
AL,Chambers,01017,6091,8989,10,15090,3
AL,Marshall,01095,5642,33574,27,39243,4
AL,Etowah,01055,11369,35914,46,47329,4
AL,Tuscaloosa,01125,42519,23835,2301,68655,4;7
AL,DeKalb,01049,4453,24460,33,28946,4
AL,Winston,01133,983,10193,14,11190,4
AL,Colbert,01033,8143,19326,17,27486,4
AL,Walker,01127,4755,26147,17,30919,4
AL,Cullman,01043,4359,37133,30,41522,4
AL,Marion,01093,1462,12246,9,13717,4
AL,Lamar,01075,943,6168,1,7112,4
AL,Franklin,01059,2127,10253,6,12386,4
AL,Fayette,01057,1360,7302,4,8666,4
AL,Lawrence,01079,3471,12287,10,15768,4
AL,Jackson,01071,8,19500,205,19713,4;5
AL,Morgan,01103,0,41646,800,42446,5
AL,Lauderdale,01077,0,33023,907,33930,5
AL,Madison,01089,0,121634,7866,129500,5
AL,Limestone,01083,0,37371,1288,38659,5
AL,Shelby,01117,0,88447,2323,90770,6
AL,Bibb,01007,0,7744,93,7837,6
AL,Jefferson,01073,110212,135207,6471,251890,6;7
AL,Chilton,01021,0,16111,117,16228,6
AL,Coosa,01037,0,3774,61,3835,6
AL,Marengo,01091,6399,0,740,7139,7
AL,Hale,01065,5353,0,197,5550,7
AL,Pickens,01107,5070,0,339,5409,7
AL,Wilcox,01131,4344,0,199,4543,7
AL,Perry,01105,4119,0,63,4182,7
AL,Dallas,01047,13294,0,273,13567,7
AL,Sumter,01119,5037,0,125,5162,7
AL,Lowndes,01085,5238,0,68,5306,7
AL,Greene,01063,4033,0,73,4106,7
AZ,Greenlee,04011,1380,2226,0,3606,1
AZ,Pima,04019,297856,208460,0,506316,1;2;3
AZ,Pinal,04021,74752,105841,0,180593,1;3;4
AZ,Navajo,04017,24205,26371,0,50576,1
AZ,Apache,04001,23605,11110,0,34715,1
AZ,Maricopa,04013,1004699,980910,0,1985609,1;3;4;5;6;7;8;9
AZ,Mohave,04015,23659,76511,0,100170,1;4
AZ,Graham,04009,4436,10153,0,14589,1
AZ,Coconino,04005,44842,26800,0,71642,1
AZ,Yavapai,04025,47855,91503,0,139358,1;4
AZ,Gila,04007,9190,17928,0,27118,1;4
AZ,Cochise,04003,24288,34796,0,59084,2
AZ,Santa Cruz,04023,13493,5729,0,19222,3
AZ,Yuma,04027,33016,35115,0,68131,3;4
AZ,La Paz,04012,2042,5063,0,7105,4
AR,Lonoke,05085,0,28307,0,28307,1
AR,Jefferson,05069,13682,10163,686,24531,1;4
AR,Baxter,05005,0,18684,0,18684,1
AR,Crittenden,05035,0,12315,0,12315,1
AR,Mississippi,05093,0,10189,0,10189,1
AR,Jackson,05067,0,4453,0,4453,1
AR,Arkansas,05001,0,5402,0,5402,1
AR,Stone,05137,0,5293,0,5293,1
AR,Lawrence,05075,0,5428,0,5428,1
AR,Independence,05063,0,13352,0,13352,1
AR,Lincoln,05079,0,3373,0,3373,1
AR,Woodruff,05147,0,2155,0,2155,1
AR,Greene,05055,0,15064,0,15064,1
AR,Randolph,05121,0,6227,0,6227,1
AR,Cross,05037,0,6189,0,6189,1
AR,Searcy,05129,26,3568,3,3597,1;3
AR,Prairie,05117,0,3130,0,3130,1
AR,Clay,05021,0,4797,0,4797,1
AR,Fulton,05049,0,4522,0,4522,1
AR,Sharp,05135,0,6855,0,6855,1
AR,Izard,05065,0,5255,0,5255,1
AR,Poinsett,05111,0,6933,0,6933,1
AR,St. Francis,05123,0,5192,0,5192,1
AR,Chicot,05017,0,3001,0,3001,1
AR,Desha,05041,0,3161,0,3161,1
AR,Monroe,05095,0,2336,0,2336,1
AR,Cleburne,05023,0,11711,0,11711,1
AR,Lee,05077,0,1862,0,1862,1
AR,Phillips,05107,0,4350,0,4350,1
AR,Craighead,05031,0,34368,0,34368,1
AR,Faulkner,05045,19017,35279,0,54296,2
AR,Van Buren,05141,1678,6072,0,7750,2
AR,Perry,05105,1066,3542,0,4608,2
AR,White,05145,6232,24584,0,30816,2
AR,Conway,05029,2822,5850,0,8672,2
AR,Saline,05125,16256,40612,0,56868,2
AR,Pulaski,05119,101339,68154,0,169493,2
AR,Sebastian,05131,13037,32063,1861,46961,3;4
